Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2018,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Kipling Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",441 Kipling Ave,Etobicoke,M8Z 5E7,27373,Square feet,70,0,196288.853596,kWh,45871.935483999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94994.011263439956,24.862022212146812,NA,KIPMY,Storage Facilities
Kipling Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",435 Kipling Ave,Etobicoke,M8Z 5E7,11001,Square feet,70,0,518310.08130099997,kWh,44575.192000000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105411.44974252,89.890129016433846,NA,KY,Storage Facilities
Maintenance Yard #3,"Storage facilities where equipment or vehicles are maintained, repaired or stored",195 Berdmondsy Rd,North York,M4A 1X9,4618,Square feet,70,0,388910.24431599997,kWh,11649.515149999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37686.8772079435,110.84730627459869,NA,MY3,Storage Facilities
Maintenance Yard #6,"Storage facilities where equipment or vehicles are maintained, repaired or stored",7 Leslie St,Toronto,M4M 3M9,6135,Square feet,70,0,118203.397419,kWh,18704.421212000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40260.737828984289,51.452608133206269,NA,MY6,Storage Facilities
Marylin Bell Park Water Equipment Shed,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1155 Lake Shore Blvd W,Toronto,M6K 3C1,700,Square feet,70,0,25592.419341000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023.6967736400001,36.560751394400839,NA,1155LA,Storage Facilities
McDairmid Woods,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1904 Brimley Rd,Scarborough,M1S 2A9,301,Square feet,70,0,44250.631249999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770.0252499999999,147.01267650375482,NA,MCDW,Storage Facilities
Monarch Park Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",115 Felstead Ave,Toronto,M4J 1G3,13950,Square feet,70,0,93093.927282999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3723.7570913199997,6.6734276110654962,NA,MONAY,Storage Facilities
Morningside Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",891 Morningside Ave,Scarborough,M1C 1B9,14779,Square feet,70,0,406027.22134000005,kWh,30893.173653999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74928.541912367262,49.540588800415449,NA,MORNY,Storage Facilities
Mt. Dennis Bus Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",121 Industry St,Toronto,M6M 5B6,710493,Square feet,100,0,4853785.1349999998,kWh,692755.53,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1510172.1581857002,17.124800533442727,NA,121IND,Storage Facilities
Nashdene Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",70 NASHDENE,Scarborough,M1V 2V2,301,Square feet,70,0,26163.172273,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68223.424267220209,24.02549881791095,NA,70NASHDENE,Storage Facilities
Nashdene Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",70 NASHDENE,Scarborough,M1V 2V2,301,Square feet,70,0,26163.172273,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68223.424267220209,24.02549881791095,NA,70NASHDENE,Storage Facilities
North District Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Merton St,Toronto,M4S 1A1,32044,Square feet,70,0,225315.00263300003,kWh,41334.702196999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87535.720521938929,20.64898188823565,NA,NDSY,Storage Facilities
North East District Salt Dome,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1 Nantucket Blvd,Scarborough,M1P 2N5,9526,Square feet,70,0,280945.46916000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11237.818766400002,29.492613874251681,NA,NEDOME,Storage Facilities
Northern Services Building,"Storage facilities where equipment or vehicles are maintained, repaired or stored",4801 Dufferin St.,North York,M3H 5T3,5769,Square feet,70,0,233638.443944,kWh,55398.596547999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114585.69763403012,141.87353787270146,NA,NORSB,Storage Facilities
Northline Parks and Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",30 Northline Rd,East York,M4B 3E2,50041,Square feet,70,0,582603.75408600003,kWh,129396.02043400001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269116.4762217055,38.940216217685339,NA,NLPK,Storage Facilities
Old Eglinton Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",25 Old Eglinton Ave,North York,M4A 0A2,66155,Square feet,70,0,626754.48490299995,kWh,86598.817095999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189581.08624522024,23.293159766779436,NA,BERMY,Storage Facilities
Oriole Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2747 Old Leslie St,North York,M2K 1J2,13046,Square feet,70,0,86201.805699999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3448.072228,6.6075551796865266,NA,OPY,Storage Facilities
Oriole Yd- Signs and Markings,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2755 Old Leslie Street,North York,M2K 3W1,16264,Square feet,70,0,5926.6834930000005,kWh,47502.188965000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90476.500694640854,31.197451173575811,NA,ORIOYS,Storage Facilities
Oriole Yd- Works,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2751 Old Leslie St.,North York,M2K 1J2,26759,Square feet,70,0,223491.683074,kWh,48297.621376000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100690.17567473344,27.406047740644421,NA,ORIOYW,Storage Facilities
Pharmacy Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",135 Pharmacy Ave.,Scarborough,M1L 3E9,1851,Square feet,70,0,29358.972351,kWh,5977.4918250000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12529.740339074251,49.952441635086807,NA,PY,Storage Facilities
Property Operation Workshop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",133 River St,Toronto,M5A 3P8,12034,Square feet,70,0,56002.924833000005,kWh,43658.411454999994,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85177.564650268949,42.952800846741965,NA,POWS,Storage Facilities
Ramsden Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1008 Yonge St,Toronto,M4W 2K1,20247,Square feet,70,0,134367.119622,kWh,85587.474430000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167964.35408480672,51.261573458959383,NA,RDSY,Storage Facilities
Rockcliffe Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",301 Rockcliffe Blvd,Toronto,M6N 5G6,14047,Square feet,70,0,73034.208104999998,kWh,36309.587501000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71898.328603974689,32.48705610789176,NA,ROCKY,Storage Facilities
Sixth St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",297 Sixth St,Etobicoke,M8V 3A8,6997,Square feet,70,0,7494.2418389999993,kWh,9769.8463950000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18859.449171677552,15.811359056961351,NA,SIXSG,Storage Facilities
Toronto Island Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",0 Centre Isld,Toronto,M5J 2V3,34724,Square feet,70,0,30422.700882000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1216.9080352800001,0.87613257813770529,NA,TISY,Storage Facilities
Train Storage Building,"Storage facilities where equipment or vehicles are maintained, repaired or stored",20 Centre Road,Toronto,M6R 2Z3,30849,Square feet,70,0,200002.997485,kWh,50383.117746000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103712.42485029875,23.724779008646792,NA,TSB,Storage Facilities
Wellington Yard & Office,"Storage facilities where equipment or vehicles are maintained, repaired or stored",677 Wellington St W,Toronto,M5V 1G8,2164,Square feet,70,0,80972.059948000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3238.8823979200006,37.417928526609579,NA,WYO,Storage Facilities
Wellington Yard & Storage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",677 Wellington St W,Toronto,M5V 1G8,21269,Square feet,70,0,32829.754375999997,kWh,5812.0873770000007,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12354.354444253131,4.428352667252522,NA,WYS,Storage Facilities
Western Services Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",235 Edenbridge Dr.,Etobicoke,M9A 3G9,4133,Square feet,70,0,32066.797239,kWh,11777.722834999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23656.694181981147,37.842095976735628,NA,WSY,Storage Facilities
Winter Maintenance Depot,"Storage facilities where equipment or vehicles are maintained, repaired or stored",8270 Sheppard Ave E,Scarborough,M1B 5R4,12152,Square feet,70,0,379535.72109599999,kWh,25461.215466999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63549.845254345229,53.351295062869639,NA,8270SH,Storage Facilities
Bloor Islington Storm Pumping Station,Other,3429 Bloor St W,Etobicoke,M8X 1G4,355,Square feet,168,5.35,26536.266634999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1061.4506653999999,74.750358317683492,4960.0705051920822,3441BL,Storm Pumping Facilities
Eglinton-Bellamy Storm Pumping Station,Other,3034 Eglinton Ave E,Scarborough,M1J 2H1,441,Square feet,168,10.69,38302.204325999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532.0881730399999,86.853432921809571,3583.0087856424716,EGLIWK,Storm Pumping Facilities
Islington Storm Pumping Station,Other,1276 Islington Ave,Etobicoke,M9A 3J9,450,Square feet,168,18.170000000000002,33257.395014999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330.2958005999999,73.90563019439827,1830.3540774617072,1270IS,Storm Pumping Facilities
North Queen St Storm Pumping Station,Other,20 North Queen St,Etobicoke,M8Z 2C4,676,Square feet,168,8.82,18224.993246999999,kWh,2378.8160000000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5248.012696920001,64.108920417412406,4913.5635149853497,NS28,Storm Pumping Facilities
Pantry Park Storm Pumping Station,Other,70 Kew Beach Ave,Toronto,M4L 1B8,78,Square feet,168,0,24499.744999000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979.98979996000014,314.10060360603626,NA,0KEWB,Storm Pumping Facilities
Warden Ave Storm PS,Other,1433 Warden Ave,Scarborough,M1R 2S3,462,Square feet,168,0,36158.465369000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446.3386147600002,78.265402660762717,NA,WASPS,Storm Pumping Facilities
0 Wickman Rd-Near Fordhs,Street lighting,0 Wickman Rd,Etobicoke,M8Z 1M6,1,Square feet,70,0,287775.54643399996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11511.021857359998,287776.74549877679,NA,0WICKM,Streetlighting
1 Simcoe St,Street lighting,1 Simcoe St,Toronto,M5J 2N1,1,Square feet,100,0,528628.13410899998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21145.125364359999,528630.33672622545,NA,1SIMCOE,Streetlighting
1030 Weston Rd,Street lighting,1030 Weston Rd,Toronto,M6N 3S2,1,Square feet,168,0,719.57036399999993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.782814559999998,719.57336220984996,NA,1030WESTONRD,Streetlighting
2000 Lake Shore,Street lighting,2000 Lake Shore Blvd W,Toronto,M6S 5B7,1,Square feet,100,0,5485.748928,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.42995712000001,5485.7717852872001,NA,2000LA,Streetlighting
23 Peele Ave,Street lighting,23 Peel Ave,Toronto,M6J 1M3,1,Square feet,100,0,627028.98275700002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25081.15931028,627031.59537776152,NA,23PEEL,Streetlighting
402 Sewells Rd,Street lighting,402 Sewells Rd,Scarborough,M1B 5H3,1,Square feet,100,0,225.476001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0190400400000001,225.4769404833375,NA,402SEW,Streetlighting
715 Bloor St E-Pole 133 Viewndr/,Street lighting,715 Bloor ST E,Toronto,M4W 1J4,1,Square feet,70,0,908.93051000000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.357220400000003,908.93429721045834,NA,715BLO,Streetlighting
833 Royal York,Street lighting,833 Royal York,Etobicoke,M8Y 2V1,10,Square feet,168,0,2275.389428,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.015577120000003,227.53989087892833,NA,833ROYALYORK,Streetlighting
Allen Road,Street lighting,195 Glen Park Ave,Toronto,M6B 3J6,520,Square feet,70,0,559282.67592399998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22371.307036959999,1075.5480889778519,NA,ALLEN,Streetlighting
BlueGold Variation,Street lighting,2 Windermere Ave,Toronto,M6S 3J1,1,Square feet,100,0,7379.0242500000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295.16097000000002,7379.0549959343753,NA,BLUGLD,Streetlighting
Don Valley Parkway,Street lighting,21 Don Valley Parkway,Toronto,M4M 3P2,244,Square feet,70,0,2767372.9421850001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110694.91768740001,11341.739643055707,NA,DVPW,Streetlighting
Gardiner Expressway,Street lighting,0 Gardiner Expressway,Etobicoke,M8Z 5T8,583,Square feet,70,0,1620148.0675880001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64805.922703520002,2778.9962576414205,NA,GAREW,Streetlighting
Metro 27 Lighting,Street lighting,Streetlighting,Toronto,M5V 3C6,100,Square feet,168,0,347250.16552000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13890.006620800003,3472.516123956897,NA,METRO27,Streetlighting
Sidney Belsey Cres,Street lighting,Sidney Belsey Cres,Toronto,M6M 5H9,1,Square feet,70,0,5021.0868769999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.84347507999999,5021.1077981953204,NA,SIDNEY,Streetlighting
St James Town,Street lighting,16A St James Crt,Toronto,M4X 1X4,1,Square feet,70,0,1042.1722950000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.686891800000005,1042.1766373845626,NA,SJTP,Streetlighting
Streetlighting East York,Street lighting,850 Coxwell Ave Streetlighting,Toronto,M4C 5R1,8356,Square feet,70,0,4569842.1571619995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182793.68628647999,546.89578723922784,NA,SLEY,Streetlighting
Streetlighting Etobicoke,Street lighting,Steetlighting Etobicoke,Etobicoke,M9W 1H3,24526,Square feet,70,0,18712641.885483999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748505.67541935993,762.97479633145178,NA,SLET,Streetlighting
Streetlighting North York,Street lighting,NY Street Lighting,North York,M3J 0H4,33943,Square feet,70,0,31270451.647193,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250818.0658877201,921.26747608465746,NA,SLNY,Streetlighting
Streetlighting Scarborough,Street lighting,2100 Ellesmere Rd,Scarborough,M1H 3B7,36069,Square feet,70,0,28980754.395710003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1159230.1758284001,803.48429811897518,NA,SLSC,Streetlighting
Streetlighting Toronto,Street lighting,City Streetlights,Toronto,M6K 1E9,52795,Square feet,70,0,28819843.439619001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152793.7375847602,545.88433606023295,NA,SLTO,Streetlighting
Streetlighting York,Street lighting,Streetlighting York,Toronto,M6M 1V1,6829,Square feet,70,0,4638925.3233230002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185557.01293292001,679.30072516891403,NA,SLYK,Streetlighting
Toronto Island Street Lighting,Street lighting,Lake Shore Ave.,Toronto,M5J 2W2,225,Square feet,70,0,94624.963806,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3784.9985522400002,420.55714700747791,NA,TISL,Streetlighting
55 John St LED Ltg,Other,55 John St,Toronto,M5V 3C6,2500,Square feet,168,0,3809644.8016970004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152385.79206788001,1523.8642700868029,NA,55JOHNSTLED,Traffic Signals
55 John St Ltg Beacon,Other,55 John St,Toronto,M5V3C6,250,Square feet,168,0,477143.98840000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19085.759536000001,1908.5839059998068,NA,55JOHNBEA,Traffic Signals
Advance Traffic Management,Other,0 Various Locations,Toronto,M5V 3C6,12,Square feet,168,0,1075183.578122,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43007.343124879997,89599.004837797955,NA,ATMS,Traffic Signals
Other Traffic Control Signal Lig,Other,Various Locations,Toronto,M5V 3C6,1,Square feet,168,0,47113.369227000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884.5347690800002,47113.565532705121,NA,OTCSL,Traffic Signals
Pedestrian Crossovers,Other,Various Locations,Toronto,M5V 3C6,1100,Square feet,168,0,2258408.0308520002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90336.321234080009,2053.1067644413288,NA,PEDXO,Traffic Signals
Signs & Flashing Beacons,Other,Various Locations,Toronto,M5V 3C6,100,Square feet,168,0,23849.972059999996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.99888239999984,238.5007143488358,NA,FLASHB,Traffic Signals
Traffic Control Signals,Other,Various Locations,Toronto,M5V 3C6,1000,Square feet,168,0,12515.967096,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.63868384,12.516019245862902,NA,TCSIG,Traffic Signals
Bermondsey Transfer Station,Other,188 Bermondsey Dr.,North York,M4A 1Y1,48976,Square feet,70,0,1181629.8242900001,kWh,8190.8772730000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62825.32061834538,25.892350843374334,NA,BTS,Transfer Stations
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,M4M 3K2,76424,Square feet,70,0,804652.90416099993,kWh,78649.787878000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181596.33170039783,21.393047297744307,NA,CSTS,Transfer Stations
Disco Road Transfer Station,Other,120 Disco Rd,Etobicoke,M9W 1M4,57049,Square feet,70,0,8160337.5795159992,kWh,14387.213548000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353744.74888564012,145.70375937480793,NA,DRTS,Transfer Stations
Dufferin Transfer Station,Other,35 Vanley Cres,North York,M3J 2B7,120663,Square feet,70,0,1818608.6875119999,kWh,111170.490261,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283933.81614439911,24.79811635914313,NA,DTS,Transfer Stations
Ingram Drive Transfer Station,Other,50 Ingram Dr,Toronto,M6M 2L6,112268,Square feet,70,0,1532550.930892,kWh,56376.214052999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168399.36731002358,18.95203264241124,NA,IDTS,Transfer Stations
Scarborough Transfer Station,Other,1850 Markham Rd,Scarborough,M1B 2W2,96595,Square feet,70,0,2342545.893774,kWh,86510.971505999987,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258045.86321119312,33.705990771963656,NA,STS,Transfer Stations
Victoria Park Transfer Station,Other,3350 Victoria Pk Ave.,North York,M2H 3K5,83959,Square feet,70,0,947172.19200000004,kWh,104215.135318,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235863.33809225145,24.385105330668598,NA,VPTS,Transfer Stations
Bus Shelters,Other,Various Locations,Toronto,M5V 3C6,267,Square feet,168,0,511325.055643,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20453.00222572,1915.0830942474349,NA,BUSHEL,Transportation - Others
Union Station,Other,61 Front St. W.,Toronto,M5J 1E5,765564,Square feet,168,0,14483369.418259,kWh,284792.88333300001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3681042.206686317,49.093791746792462,NA,UNION,Transportation Hub
0 Bay St Near Ququay,Other,0 Bay St Near Ququay,Toronto,M5J 2R8,0,Square feet,168,0,321871.371613,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12874.854864520001,NA,NA,0BAYQQ,TTC
128 York St Pole 50,Other,128 York St Pole 50,Toronto,M5H 1P9,1,Square feet,168,0,908.93191900000011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.357276760000005,908.93570621632921,NA,128YOR,TTC
1328 Lansdowne Ave,Other,1328 Lansdowne Ave,Toronto,M6H 3Z8,0,Square feet,168,0,6682.9036260000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.31614504000004,NA,NA,1328LA,TTC
